county_id,county_name,j,k,direct_h2_revenue,sensitivity_h2_revenue,h2_revenue_diff,h2_revenue_diff_pct,direct_pv_revenue,sensitivity_pv_revenue,pv_revenue_diff,pv_revenue_diff_pct,direct_other_revenue,sensitivity_other_revenue,other_revenue_diff,other_revenue_diff_pct,direct_total_revenue,sensitivity_total_revenue,total_revenue_diff,total_revenue_diff_pct
4,金平苗族瑶族傣族自治县,3,0,25465186.767964546,25465186.767964546,0.0,0.0,0,61568709.960113965,61568709.960113965,inf,134965.4898702121,134965.4898702121,0.0,0.0,25600152.25783476,87168862.21794872,61568709.96011396,240.5013428827216
4,金平苗族瑶族傣族自治县,3,1,25465186.767964546,25465186.767964546,0.0,0.0,0,61568709.960113965,61568709.960113965,inf,134965.4898702121,134965.4898702121,0.0,0.0,25600152.25783476,87168862.21794872,61568709.96011396,240.5013428827216
4,金平苗族瑶族傣族自治县,3,2,25465186.767964546,25465186.767964546,0.0,0.0,0,61568709.960113965,61568709.960113965,inf,134965.4898702121,134965.4898702121,0.0,0.0,25600152.25783476,87168862.21794872,61568709.96011396,240.5013428827216
5,隆安县,0,0,8832861.929181928,8832861.929181928,0.0,0.0,0,69674719.0051282,69674719.0051282,inf,121911.89641839643,121911.89641839643,0.0,0.0,8954773.825600324,78629492.83072853,69674719.0051282,778.073465193938
5,隆安县,0,1,8832861.929181928,8832861.929181928,0.0,0.0,0,69674719.0051282,69674719.0051282,inf,121911.89641839643,121911.89641839643,0.0,0.0,8954773.825600324,78629492.83072853,69674719.0051282,778.073465193938
5,隆安县,0,2,8832861.929181928,8832861.929181928,0.0,0.0,0,69674719.0051282,69674719.0051282,inf,121911.89641839643,121911.89641839643,0.0,0.0,8954773.825600324,78629492.83072853,69674719.0051282,778.073465193938
5,隆安县,1,0,12386616.712022793,12386616.712022793,0.0,0.0,0,69674719.0051282,69674719.0051282,inf,121911.89641839643,121911.89641839643,0.0,0.0,12508528.608441189,82183247.6135694,69674719.0051282,557.0177051688501
5,隆安县,1,1,12386616.712022793,12386616.712022793,0.0,0.0,0,69674719.0051282,69674719.0051282,inf,121911.89641839643,121911.89641839643,0.0,0.0,12508528.608441189,82183247.6135694,69674719.0051282,557.0177051688501
5,隆安县,1,2,12386616.712022793,12386616.712022793,0.0,0.0,0,69674719.0051282,69674719.0051282,inf,121911.89641839643,121911.89641839643,0.0,0.0,12508528.608441189,82183247.6135694,69674719.0051282,557.0177051688501
5,隆安县,3,0,23002244.60724461,23002244.60724461,0.0,0.0,0,69674719.0051282,69674719.0051282,inf,121911.89641839643,121911.89641839643,0.0,0.0,23124156.503663007,92798875.50879121,69674719.0051282,301.3070725156669
5,隆安县,3,1,23002244.60724461,23002244.60724461,0.0,0.0,0,69674719.0051282,69674719.0051282,inf,121911.89641839643,121911.89641839643,0.0,0.0,23124156.503663007,92798875.50879121,69674719.0051282,301.3070725156669
