County_storage,LCOE_storage,NPV_storage,IRR_storage,ROI_storage,poverty_storage,mean_value_day_count
萧县,0.3265806051801518,848.7829771615245,0.06059581756256153,0.04375896846041034,,
砀山县,0.32578774754436796,866.4290372071091,0.06119747567373184,0.04398461644452197,,
大宁县,0.30383415631784155,389.4525896132937,0.04268727251282702,0.0359475602805336,,
永和县,0.29650673018049173,569.5267500407753,0.048280509990474604,0.03802047119330905,,
隰县,0.29328006896730247,652.0865352977307,0.05079340256957748,0.038965336338736514,,
汾西县,0.29600081257168004,582.3356461206909,0.0486724308672061,0.038167290417551805,,
卡若区,0.2976990701051879,-1333.8076824390748,-0.012627895900096497,0.015240113625825825,,
托里县,0.2890365817960741,-1081.6077200651494,-0.011272043095634877,0.01837261726131931,,
印台区,0.3190394991608425,96.56492276739368,0.03323325041788173,0.032560051817423254,,
隆阳区,0.3066314510482142,404.2985268826329,0.043189238982319585,0.03615670576483866,,
东川区,0.3122318948816114,274.22239795811873,0.03904559096200995,0.03464665799794768,,
寻甸回族彝族自治县,0.30672728950308076,402.0271804516187,0.04311763829009567,0.03613041188035525,,
环县,0.31047088967359115,-264.3322025897163,0.022032470508602048,0.027132001095676244,,
庆城县,0.3269622036669248,-611.9733666427993,0.010793161079129122,0.023367767404496902,,
禄劝彝族苗族自治县,0.3101758403938691,321.357188137696,0.04055740012637806,0.035194842912931526,,
合水县,0.3279814949958739,-632.0807542518971,0.010113181903768607,0.023147128379885272,,
华池县,0.31872735766999666,-443.8203898713666,0.01634697349830108,0.025200343529475956,,
宁县,0.3356892781990446,-779.3992665820036,0.00502015740805438,0.02152068169500959,,
正宁县,0.3349931429415222,-766.4275492783777,0.005476731847299313,0.02166459845121243,,
镇原县,0.3298789010185913,-669.1130445464227,0.008851546171718187,0.0227399245848685,,
扎赉特旗,0.2795868853560901,178.074357944672,0.03503662996307316,0.03158832490340947,,
科尔沁右翼中旗,0.27673213377098815,257.60321660251674,0.03722853439706034,0.032397928447345486,,
科尔沁右翼前旗,0.27645082797211695,265.55105327789374,0.03744571782708336,0.03247857687502022,,
魏县,0.33735651134834516,370.44246724946925,0.04236695493232279,0.03604806704699036,,
突泉县,0.2768461412482623,254.38786734031152,0.03714057615728032,0.032365288186613675,,
武定县,0.2994317402049765,579.6702531301221,0.0486407723447172,0.03817897285106532,,
永仁县,0.2866789426207054,915.1117764220843,0.05867981900129592,0.04200411052905925,,
大姚县,0.2915655310863106,782.6089258108365,0.05477157861928444,0.040499825693697276,,
姚安县,0.2894947837095494,838.1327495897189,0.056418022304087156,0.041131235699628385,,
南华县,0.2962359057563113,660.6344946824165,0.05110861274913602,0.039107366706000776,,
牟定县,0.2887433695254409,858.5064518323306,0.05701897273890749,0.04136254023702089,,
双柏县,0.30976091449997806,330.95543018789886,0.04086380185859796,0.03530633253779748,,
阿尔山市,0.28162149856416047,122.61747980861458,0.033487596889694916,0.031020954082356285,,
广灵县,0.27309723525326,1219.666360240893,0.0673002402470949,0.04536889929271911,,
灵丘县,0.28129988856067895,977.6879311818569,0.06041685852737578,0.04265834802768662,,
浑源县,0.27667103781749747,1112.204401888927,0.06426971647227082,0.04416869322973628,,
阳高县,0.26867247170937014,1357.3064005726496,0.0711235080183572,0.046897955311496806,,
天镇县,0.266832048207107,1416.1154712524633,0.07273792175454308,0.04754848158767862,,
大名县,0.3344243356365384,433.1330867487155,0.044385509105337694,0.03678639447584147,,
平泉市,0.2755272842572101,2018.5432236612742,0.09024231074178667,0.054858818345848326,,
大安市,0.26409493604490203,2687.2582594653295,0.10796761050683995,0.06239208506956702,,
围场满族蒙古族自治县,0.26478835354345515,2395.922894420584,0.10005551898233395,0.05899736885417456,,
丰宁满族自治县,0.2736697695777529,2081.3708366166693,0.0918994203747718,0.055552036739346625,,
喀喇沁旗,0.2841520310599623,55.01903889345655,0.031575786970019795,0.03032620768519273,,
宁城县,0.28481640795666197,37.51844439191194,0.03107650608930373,0.030145776254434663,,
敖汉旗,0.27998775087225386,167.06865177825918,0.034730580930973615,0.031475912116751534,,
翁牛特旗,0.2762380149524835,271.5771819786139,0.03761016556999282,0.0325396938674485,,
林西县,0.2787197905768943,202.01539444249943,0.03570008354029916,0.03183254444451611,,
巴林左旗,0.2781082964141686,219.0111516566921,0.036169169769865554,0.03200565435702134,,
巴林右旗,0.27611223167931337,275.14438954058915,0.037707421191732614,0.03257585971250797,,
阿鲁科尔沁旗,0.2764738651542481,264.89941540364725,0.0374279236990311,0.03247196633967253,,
右玉县,0.2624520122723638,1559.9343096245418,0.07663988282285829,0.0491323738584845,,
承德县,0.28264194333214643,1786.68419416163,0.08403995389971035,0.052285812930241,,
滦平县,0.2871447097234353,1646.754334874694,0.08022681693160749,0.0507216432429624,,
隆化县,0.27524933494681,2027.882152308567,0.09048924663026393,0.054961968236498446,,
拜泉县,0.2700843907266377,2348.4921716202048,0.09910584549071319,0.05860052267272714,,
克东县,0.27274016386921,2254.596283035538,0.09667350513679068,0.05757062280856375,,
富裕县,0.2636974733222868,2583.304750369109,0.10510475349839749,0.061159993330456075,,
甘南县,0.2631678517538154,2603.3711006538288,0.10561206212670456,0.06137765937724336,,
泰来县,0.26225943811548563,2638.0087159118866,0.10648583995698661,0.0617529946068797,,
龙江县,0.26212615792066263,2643.1141581335623,0.10661442748365632,0.06180827576927163,,
黑水县,0.30953609735223553,1715.5550166785383,0.0831271089673523,0.05199280874575185,,
小金县,0.3030429825962865,1903.5523697347248,0.0883204346656164,0.054126707811567684,,
金川县,0.29439293290876634,2168.725059505031,0.09549389547158298,0.05711214940734107,,
大同区,0.2667814701501671,2468.294213186036,0.10218110807600256,0.059909230320342455,,
阿坝县,0.2798968347278025,2655.4290653098533,0.10824860295786368,0.06251848286970534,,
壤塘县,0.2852214957974504,2470.053520885618,0.10344924035056999,0.06047038451885199,,
红原县,0.2766998587837279,2770.684367818998,0.11119863700941603,0.06378507752613474,,
若尔盖县,0.2745903082975857,2848.433910150985,0.11317460891141767,0.06463658325101027,,
临泉县,0.3431823041166384,499.08098001985593,0.04841288970668813,0.0392710727229794,,
阜南县,0.343705838411568,488.6337049803422,0.048040732892120665,0.039136524416224026,,
颍上县,0.34129673415834405,536.9888078752666,0.04975901056309911,0.039759048534429485,,
武山县,0.3361014056521008,-787.048506172696,0.004750160743117859,0.021435751870848275,,
四子王旗,0.26879998122911597,489.74227625761836,0.043438783380307225,0.03473421400266148,,
察哈尔右翼后旗,0.2727440018568731,372.2017572012282,0.04032821931201192,0.03355623750303676,,
察哈尔右翼中旗,0.27097724913607135,424.32348619792276,0.04171592408299835,0.03407984555635,,
察哈尔右翼前旗,0.27700450144436467,249.9271252506847,0.03701845817935891,0.032319992656786985,,
兴和县,0.27958197341005897,178.20945865751588,0.035040382712001474,0.031589704260557766,,
商都县,0.27232979864996526,384.34520891817283,0.040652740712468174,0.03367840776591178,,
马尔康市,0.294526652916962,2164.4903164152984,0.09538065486461446,0.057064695659165374,,
