name,ROI_优化模型,ROI_直接计算,j,k,差异,相对差异(%)
门源回族自治县,0.012762977288218,0.012762977288218059,2,1,-5.898059818321144e-17,-4.621225663204654e-13
长武县,0.0257060202655079,0.02570602026550798,2,1,-7.979727989493313e-17,-3.1042253554123323e-13
永寿县,0.0249133488701251,0.02491334887012515,2,1,-5.204170427930421e-17,-2.0889084221716192e-13
宁蒗彝族自治县,0.0377682860959625,0.037768286095962535,2,1,-3.469446951953614e-17,-9.186138187839298e-14
玉龙纳西族自治县,0.0330132072784543,0.033013207278454325,2,1,-2.7755575615628914e-17,-8.407415668983866e-14
永胜县,0.0371412863666668,0.03714128636666684,2,1,-4.163336342344337e-17,-1.1209456509510677e-13
旬邑县,0.0278524718722726,0.027852471872272612,2,1,-1.0408340855860843e-17,-3.7369540856524266e-14
安定区,0.0280295382517572,0.028029538251757292,2,1,-9.020562075079397e-17,-3.2182342763045196e-13
云龙县,0.032155509220733,0.03215550922073308,2,1,-8.326672684688674e-17,-2.5895011108453664e-13
永平县,0.0328562485851111,0.03285624858511117,2,1,-6.938893903907228e-17,-2.1118947544886764e-13
巍山彝族回族自治县,0.0337775455001908,0.03377754550019084,2,1,-4.163336342344337e-17,-1.2325751562738075e-13
南涧彝族自治县,0.0320618000564179,0.032061800056417934,2,1,-3.469446951953614e-17,-1.082112341118889e-13
弥渡县,0.0343003292704896,0.03430032927048966,2,1,-6.245004513516506e-17,-1.8206835462916106e-13
宾川县,0.0373551815106346,0.03735518151063466,2,1,-6.245004513516506e-17,-1.6717907023791634e-13
祥云县,0.0376158608691582,0.03761586086915826,2,1,-6.245004513516506e-17,-1.6602051286926327e-13
漾濞彝族自治县,0.0323161473951411,0.03231614739514116,2,1,-6.245004513516506e-17,-1.9324718498020785e-13
行唐县,0.0427215788279513,0.04272157882795132,2,1,-2.0816681711721685e-17,-4.872638671795064e-14
灵寿县,0.0430444033268532,0.043044403326853276,2,1,-7.632783294297951e-17,-1.773234777199533e-13
赞皇县,0.0408499000860345,0.04084990008603453,2,1,-2.7755575615628914e-17,-6.794527173180967e-14
浪卡子县,0.022368269966434,0.022368269966434026,0,0,-2.7755575615628914e-17,-1.24084587933171e-13
巴楚县,0.0138817331287069,0.013881733128706952,2,1,-5.204170427930421e-17,-3.7489342142505054e-13
塔什库尔干塔吉克自治县,0.0218154898552767,0.021815489855276735,0,0,-3.469446951953614e-17,-1.5903594074530596e-13
错那市,-0.0082195256041205,-0.008219525604120505,0,0,5.204170427930421e-18,-6.331472981021599e-14
