name,ROI_优化模型,ROI_直接计算,j,k,差异,相对差异(%)
泸溪县,0.0221763067951329,0.022176306795132973,2,1,-7.28583859910259e-17,-3.285415676473961e-13
乐安县,0.0372909333964826,0.037290933396482664,2,1,-6.245004513516506e-17,-1.6746710110789406e-13
保靖县,0.018897423069759,0.018897423069759067,2,1,-6.591949208711867e-17,-3.4882794253893535e-13
古丈县,0.0203515683752763,0.02035156837527633,2,1,-3.122502256758253e-17,-1.534280896282941e-13
凤凰县,0.0214066429515689,0.021406642951568945,2,1,-4.5102810375396984e-17,-2.1069539244167794e-13
花垣县,0.0197763915140721,0.0197763915140721,2,1,0.0,0.0
永顺县,0.0202617151119546,0.02026171511195468,2,1,-7.979727989493313e-17,-3.9383279971127257e-13
广昌县,0.0397073406927236,0.039707340692723636,2,1,-3.469446951953614e-17,-8.737545480071371e-14
武都区,0.0114620326290625,0.011462032629062525,2,1,-2.42861286636753e-17,-2.118832623290277e-13
望江县,0.035391581012105,0.035391581012105,2,1,0.0,0.0
岳西县,0.0361973790588621,0.036197379058862125,2,1,-2.7755575615628914e-17,-7.667841246321832e-14
宣汉县,0.0224741574834885,0.022474157483488542,2,1,-4.163336342344337e-17,-1.852499407554247e-13
六枝特区,0.012280382053025,0.012280382053025007,2,1,-6.938893903907228e-18,-5.650389274491653e-14
水城区,0.0154471858539819,0.015447185853981915,2,1,-1.5612511283791264e-17,-1.010702624502102e-13
宜君县,0.0289175180693873,0.028917518069387305,2,1,-3.469446951953614e-18,-1.199773418876651e-14
修水县,0.0353709753898034,0.035370975389803404,2,1,-6.938893903907228e-18,-1.9617479663587517e-14
娄烦县,0.0391907052063023,0.03919070520630239,0,0,-9.020562075079397e-17,-2.30170955781341e-13
太湖县,0.0350496671243045,0.0350496671243045,2,1,0.0,0.0
青龙满族自治县,0.0506408845895001,0.05064088458950011,2,1,-1.3877787807814457e-17,-2.740431554525388e-14
宿松县,0.0349227044919164,0.034922704491916465,2,1,-6.245004513516506e-17,-1.7882362217857535e-13
石台县,0.0319313983155972,0.03193139831559723,2,1,-2.7755575615628914e-17,-8.692251852331631e-14
富宁县,0.0163570074550931,0.016357007455093175,2,1,-7.632783294297951e-17,-4.666369025784902e-13
广南县,0.0197278194879616,0.01972781948796164,2,1,-4.163336342344337e-17,-2.1103885023303758e-13
丘北县,0.0246387785726659,0.024638778572665963,2,1,-6.245004513516506e-17,-2.534624228672056e-13
马关县,0.0175746813911474,0.01757468139114744,2,1,-3.8163916471489756e-17,-2.1715282127796263e-13
麻栗坡县,0.0146761842831987,0.014676184283198768,2,1,-6.765421556309548e-17,-4.609795997216097e-13
西畴县,0.0166911913905462,0.01669119139054622,2,1,-2.0816681711721685e-17,-1.2471657190098555e-13
砚山县,0.0246838402373468,0.024683840237346866,2,1,-6.591949208711867e-17,-2.6705525336929506e-13
桑植县,0.0214578748588336,0.02145787485883366,2,1,-5.898059818321144e-17,-2.748669128291175e-13
慈利县,0.0247806308732326,0.024780630873232644,2,1,-4.5102810375396984e-17,-1.820083217659959e-13
潜山市,0.035656002778641,0.03565600277864102,2,1,-2.0816681711721685e-17,-5.8381983647902e-14
吉隆县,0.0207960418636793,0.020796041863679348,0,0,-4.85722573273506e-17,-2.335649141588953e-13
聂拉木县,0.0249727987812916,0.024972798781291654,0,0,-5.551115123125783e-17,-2.2228646343334153e-13
萨嘎县,0.0272737518046001,0.027273751804600177,0,0,-7.632783294297951e-17,-2.7985820759029397e-13
岗巴县,0.0283754749173292,0.028375474917329203,0,0,-3.469446951953614e-18,-1.2226921177748415e-14
康马县,0.0240752835021201,0.024075283502120112,0,0,-1.3877787807814457e-17,-5.764329963795589e-14
定结县,0.0236401956412686,0.023640195641268607,0,0,-6.938893903907228e-18,-2.9352100165338843e-14
仲巴县,0.0276254742126419,0.02762547421264199,0,0,-9.020562075079397e-17,-3.265305784670078e-13
亚东县,0.0168651319378792,0.016865131937879287,2,1,-8.673617379884035e-17,-5.142928861649156e-13
正镶白旗,0.0269700097922804,0.026970009792280404,2,1,-3.469446951953614e-18,-1.2864092296127641e-14
永新县,0.0346882983471997,0.034688298347199754,2,1,-5.551115123125783e-17,-1.6002846457222948e-13
阳原县,0.0578772908921976,0.05787729089219766,2,1,-6.245004513516506e-17,-1.0790077450495154e-13
怀安县,0.0580626662979352,0.05806266629793524,2,1,-3.469446951953614e-17,-5.975349003352592e-14
南部县,0.0184204636486588,0.018420463648658826,2,1,-2.7755575615628914e-17,-1.506779424504321e-13
芒市,0.0333532571200237,0.033353257120023794,2,1,-9.71445146547012e-17,-2.912594542269757e-13
仪陇县,0.0186775143454597,0.018677514345459702,2,1,-3.469446951953614e-18,-1.857552824097816e-14
赤城县,0.0567859204914812,0.056785920491481234,2,1,-3.469446951953614e-17,-6.109695716694572e-14
太仆寺旗,0.0268189566592115,0.02681895665921159,2,1,-9.020562075079397e-17,-3.3635022382502256e-13
新化县,0.0244293204238087,0.024429320423808763,2,1,-6.245004513516506e-17,-2.556356216700215e-13
苏尼特右旗,0.0281623501350074,0.028162350135007452,2,1,-5.204170427930421e-17,-1.8479176641800685e-13
遂川县,0.0352556069717335,0.0352556069717335,2,1,0.0,0.0
万安县,0.0369880132642991,0.036988013264299124,2,1,-2.7755575615628914e-17,-7.50393794262495e-14
保亭黎族苗族自治县,0.0466241676079754,0.04662416760797546,2,1,-6.245004513516506e-17,-1.339435068530477e-13
新蔡县,0.0170277124870821,0.017027712487082146,2,1,-4.5102810375396984e-17,-2.6487885797703975e-13
确山县,0.0168589213700451,0.016858921370045153,2,1,-5.204170427930421e-17,-3.0868940626161085e-13
上蔡县,0.0177357667167416,0.017735766716741687,2,1,-8.673617379884035e-17,-4.890466546166605e-13
白沙黎族自治县,0.0444850670898995,0.04448506708989954,2,1,-4.163336342344337e-17,-9.35895259847688e-14
临高县,0.0440161615564685,0.0440161615564685,2,1,0.0,0.0
盘州市,0.0201088739976825,0.02010887399768251,2,1,-1.0408340855860843e-17,-5.175993870696278e-14
平舆县,0.0172691311862612,0.017269131186261267,2,1,-6.591949208711867e-17,-3.8171863642776646e-13
鹤峰县,0.026829574658852,0.02682957465885205,2,1,-5.204170427930421e-17,-1.9397141006159695e-13
宣恩县,0.0234001579737688,0.023400157973768876,2,1,-7.632783294297951e-17,-3.261851181882684e-13
咸丰县,0.0213417077491222,0.02134170774912224,2,1,-4.163336342344337e-17,-1.95079812322684e-13
来凤县,0.0224393622600648,0.022439362260064898,2,1,-9.71445146547012e-17,-4.3292012281288535e-13
万全区,0.0598278171104258,0.05982781711042584,2,1,-4.163336342344337e-17,-6.958863858696288e-14
建始县,0.0300323434542431,0.030032343454243195,2,1,-9.367506770274758e-17,-3.1191394652724804e-13
宣化区,0.0572739923833022,0.05727399238330226,2,1,-6.245004513516506e-17,-1.0903735279570248e-13
巴东县,0.0328868178505183,0.0328868178505183,2,1,0.0,0.0
崇礼区,0.0587420908220508,0.05874209082205082,2,1,-2.0816681711721685e-17,-3.543742046019827e-14
陇川县,0.0347855504370325,0.034785550437032534,2,1,-3.469446951953614e-17,-9.973816450695163e-14
盈江县,0.0325630551773273,0.032563055177327396,2,1,-9.71445146547012e-17,-2.9832739626452426e-13
梁河县,0.0339899977406063,0.03398999774060631,2,1,-1.3877787807814457e-17,-4.0829034216837534e-14
琼中黎族苗族自治县,0.0422451509231699,0.04224515092316996,2,1,-6.245004513516506e-17,-1.4782772405936282e-13
吉安县,0.0367041967762715,0.03670419677627159,2,1,-9.020562075079397e-17,-2.4576377818764804e-13
乌什县,0.0177928601308872,0.0177928601308872,0,0,0.0,0.0
柯坪县,0.0153510211963648,0.01535102119636481,0,0,-8.673617379884035e-18,-5.650189175647798e-14
张北县,0.0635029212705099,0.0635029212705099,2,1,0.0,0.0
尚义县,0.0628300391195468,0.06283003911954688,2,1,-8.326672684688674e-17,-1.3252693777327582e-13
蔚县,0.0548445393763706,0.05484453937637066,2,1,-6.245004513516506e-17,-1.1386738925201214e-13
康保县,0.0652253897935663,0.06522538979356633,2,1,-2.7755575615628914e-17,-4.2553330387864775e-14
沽源县,0.0629695429186318,0.06296954291863188,2,1,-8.326672684688674e-17,-1.3223333533559632e-13
保康县,0.0387577480894459,0.03875774808944599,2,1,-9.020562075079397e-17,-2.327421617546392e-13
利川市,0.0239414871633031,0.023941487163303177,2,1,-7.632783294297951e-17,-3.188099069299781e-13
城口县,0.0274415556044783,0.027441555604478373,2,1,-7.28583859910259e-17,-2.655038476723078e-13
恩施市,0.0261448221167111,0.026144822116711174,2,1,-7.28583859910259e-17,-2.7867233391676617e-13
延寿县,0.043108218784734,0.04310821878473403,2,1,-3.469446951953614e-17,-8.048226184613904e-14
井冈山市,0.0330994430742617,0.03309944307426179,2,1,-9.020562075079397e-17,-2.7252911944291315e-13
海原县,0.0164877293755302,0.01648772937553027,2,1,-6.938893903907228e-17,-4.2085200125890973e-13
万源市,0.0249016626496445,0.024901662649644572,2,1,-7.28583859910259e-17,-2.9258442304078766e-13
嘉陵区,0.0168491233428221,0.016849123342822125,2,1,-2.42861286636753e-17,-1.4413882651064696e-13
忻城县,0.0249997992281761,0.02499979922817618,2,1,-7.979727989493313e-17,-3.1919168296758605e-13
金秀瑶族自治县,0.0244045508971736,0.024404550897173603,2,1,-3.469446951953614e-18,-1.4216393354550218e-14
天峻县,0.0189615667383515,0.018961566738351553,2,1,-5.204170427930421e-17,-2.744588830523428e-13
都兰县,0.0184749154367585,0.018474915436758575,2,1,-7.632783294297951e-17,-4.1314307069094346e-13
乌兰县,0.0197118827589015,0.01971188275890152,2,1,-2.0816681711721685e-17,-1.0560473581510754e-13
沧源佤族自治县,0.033072712088446,0.03307271208844601,2,1,-1.3877787807814457e-17,-4.196144474242461e-14
双江拉祜族佤族布朗族傣族自治县,0.0330468753254922,0.03304687532549226,2,1,-6.245004513516506e-17,-1.8897412998980658e-13
耿马傣族佤族自治县,0.033607292210642,0.033607292210642,2,1,0.0,0.0
永德县,0.0317369315429588,0.03173693154295885,2,1,-4.85722573273506e-17,-1.530464823343227e-13
镇康县,0.0319469110006151,0.031946911000615155,2,1,-5.551115123125783e-17,-1.7376062189608545e-13
凤庆县,0.0307251552456856,0.030725155245685653,2,1,-5.204170427930421e-17,-1.6937816542558163e-13
云县,0.0306518246509105,0.030651824650910507,2,1,-6.938893903907228e-18,-2.2637784154559652e-14
德令哈市,0.0205928523852024,0.02059285238520243,2,1,-3.122502256758253e-17,-1.516303908924251e-13
格尔木市,0.0188034326378802,0.018803432637880237,2,1,-3.8163916471489756e-17,-2.0296249736129075e-13
茫崖市,0.0209843774630414,0.020984377463041416,2,1,-1.734723475976807e-17,-8.266737857875824e-14
泾川县,0.0222608571355187,0.022260857135518796,2,1,-9.71445146547012e-17,-4.363916180913813e-13
灵台县,0.0207024083056393,0.020702408305639353,2,1,-5.204170427930421e-17,-2.51379953051781e-13
洛宁县,0.0203413818143407,0.020341381814340774,2,1,-7.28583859910259e-17,-3.58178154542384e-13
嵩县,0.020338986262971,0.020338986262971016,2,1,-1.734723475976807e-17,-8.529055743230575e-14
石柱土家族自治县,0.0183062163854135,0.0183062163854135,2,1,0.0,0.0
栾川县,0.0212220862501394,0.021222086250139494,2,1,-9.367506770274758e-17,-4.4140367067885166e-13
宜阳县,0.0200149922685673,0.020014992268567323,2,1,-2.42861286636753e-17,-1.2133968546076138e-13
汝阳县,0.0201773494674875,0.02017734946748755,2,1,-4.85722573273506e-17,-2.4072664948196856e-13
庄浪县,0.0222984295920457,0.0222984295920457,2,1,0.0,0.0
彭水苗族土家族自治县,0.0152975874138306,0.015297587413830638,2,1,-3.8163916471489756e-17,-2.494767013848572e-13
静宁县,0.0234896504672675,0.023489650467267576,2,1,-7.632783294297951e-17,-3.249423955854134e-13
酉阳土家族苗族自治县,0.0169990299809568,0.01699902998095686,2,1,-5.898059818321144e-17,-3.4696449296980105e-13
秀山土家族苗族自治县,0.0177374880206994,0.017737488020699486,2,1,-8.673617379884035e-17,-4.889991959268417e-13
巫山县,0.0275401145055673,0.027540114505567315,2,1,-1.3877787807814457e-17,-5.039117685951894e-14
奉节县,0.0254053600379181,0.025405360037918146,2,1,-4.5102810375396984e-17,-1.7753265573910346e-13
云阳县,0.0234387377043858,0.02343873770438588,2,1,-7.979727989493313e-17,-3.40450415467559e-13
巫溪县,0.0273136285573653,0.02731362855736531,2,1,-1.0408340855860843e-17,-3.810676722794548e-14
隆德县,0.0107888297490813,0.010788829749081385,2,1,-8.500145032286355e-17,-7.87865341281347e-13
西吉县,0.0123191389714945,0.012319138971494548,2,1,-4.85722573273506e-17,-3.942828913590692e-13
彭阳县,0.0128648236226015,0.012864823622601596,2,1,-9.540979117872439e-17,-7.416331072825862e-13
泾源县,0.0106668486987982,0.010666848698798238,2,1,-3.8163916471489756e-17,-3.5778061121078274e-13
丰都县,0.0176625517532273,0.017662551753227396,2,1,-9.71445146547012e-17,-5.50002717681778e-13
乐都区,0.0135572004147541,0.013557200414754177,2,1,-7.806255641895632e-17,-5.758014489038722e-13
平安区,0.0133685055920537,0.013368505592053747,2,1,-4.683753385137379e-17,-3.50357289592743e-13
饶河县,0.044560175739284,0.04456017573928407,2,1,-6.938893903907228e-17,-1.5571962607386954e-13
通道侗族自治县,0.0224637931499332,0.022463793149933298,2,1,-9.71445146547012e-17,-4.324492929858983e-13
阆中市,0.0193500261518991,0.019350026151899125,2,1,-2.42861286636753e-17,-1.2550953922763416e-13
靖州苗族侗族自治县,0.022224656036515,0.02222465603651509,2,1,-8.673617379884035e-17,-3.9027003907881817e-13
芷江侗族自治县,0.0219646879158765,0.021964687915876534,2,1,-3.469446951953614e-17,-1.5795566799043049e-13
中方县,0.0228038622087774,0.022803862208777448,2,1,-4.85722573273506e-17,-2.130001351641856e-13
辰溪县,0.0225241712773012,0.022524171277301296,2,1,-9.71445146547012e-17,-4.3129007260124354e-13
沅陵县,0.0223182702910144,0.022318270291014464,2,1,-6.245004513516506e-17,-2.798157936115148e-13
会同县,0.0220862652247964,0.022086265224796443,2,1,-4.163336342344337e-17,-1.8850341150798657e-13
溆浦县,0.0234172988051144,0.02341729880511445,2,1,-5.204170427930421e-17,-2.2223615418845e-13
新晃侗族自治县,0.020340662453663,0.02034066245366306,2,1,-6.245004513516506e-17,-3.0702070435232407e-13
麻阳苗族自治县,0.0214072812893466,0.021407281289346623,2,1,-2.42861286636753e-17,-1.1344798218614215e-13
大柴旦行政委员会,0.0229039863897416,0.02290398638974169,2,1,-9.020562075079397e-17,-3.9384244827876575e-13
临翔区,0.0323305543611129,0.03233055436111293,2,1,-2.7755575615628914e-17,-8.584936498649468e-14
太康县,0.019067398713351,0.019067398713351048,2,1,-4.85722573273506e-17,-2.5473982087205303e-13
商水县,0.0180996980938409,0.018099698093840988,2,1,-8.673617379884035e-17,-4.792133733344159e-13
郸城县,0.0185694997875901,0.01856949978759014,2,1,-3.8163916471489756e-17,-2.0551935651489346e-13
沈丘县,0.0178464098581903,0.01784640985819036,2,1,-5.898059818321144e-17,-3.3048999015419967e-13
五指山市,0.0453523743894241,0.045352374389424174,2,1,-7.632783294297951e-17,-1.6829953000383277e-13
宜川县,0.0306114610373148,0.030611461037314814,2,1,-1.3877787807814457e-17,-4.533526769891083e-14
八宿县,0.0121877452593957,0.012187745259395755,2,1,-5.551115123125783e-17,-4.554669469191873e-13
左贡县,0.0118476263337957,0.01184762633379578,2,1,-7.979727989493313e-17,-6.735296813616455e-13
芒康县,0.0130715811572283,0.013071581157228318,2,1,-1.734723475976807e-17,-1.3270953644483478e-13
洛隆县,0.0110022221414068,0.01100222214140687,2,1,-6.938893903907228e-17,-6.306811310228592e-13
贡觉县,0.0122347826111915,0.012234782611191597,2,1,-9.71445146547012e-17,-7.940027848622305e-13
类乌齐县,0.0113759259741437,0.011375925974143764,2,1,-6.418476861114186e-17,-5.642157724744942e-13
丁青县,0.0096544212672221,0.009654421267222168,2,1,-6.765421556309548e-17,-7.007588926411265e-13
察雅县,0.0132475621165909,0.013247562116590972,2,1,-7.28583859910259e-17,-5.499758019611742e-13
江达县,0.0099920791511786,0.009992079151178668,2,1,-6.765421556309548e-17,-6.770784592425388e-13
延长县,0.0323366922417944,0.03233669224179445,2,1,-5.551115123125783e-17,-1.716661395549632e-13
延川县,0.0335489003746962,0.03354890037469627,2,1,-6.938893903907228e-17,-2.0682925003231342e-13
龙陵县,0.0321182216099232,0.032118221609923225,2,1,-2.7755575615628914e-17,-8.64169129683493e-14
昌宁县,0.0320043665750425,0.032004366575042506,2,1,-6.938893903907228e-18,-2.1681084947071828e-14
施甸县,0.0331789216848351,0.03317892168483516,2,1,-6.245004513516506e-17,-1.8822204569628505e-13
互助土族自治县,0.0135423780673378,0.013542378067337857,2,1,-5.724587470723463e-17,-4.2271655999106187e-13
化隆回族自治县,0.015368871033214,0.015368871033214026,2,1,-2.6020852139652106e-17,-1.693088066352944e-13
民和回族土族自治县,0.0111982663877958,0.011198266387795874,2,1,-7.28583859910259e-17,-6.506220111929881e-13
循化撒拉族自治县,0.0122743351595684,0.012274335159568495,2,1,-9.540979117872439e-17,-7.773112754245382e-13
措勤县,0.0274651418604471,0.02746514186044714,0,0,-3.8163916471489756e-17,-1.389540118358174e-13
靖远县,0.0327157311981813,0.03271573119818131,2,1,-6.938893903907228e-18,-2.1209655568673233e-14
改则县,0.0223653444635497,0.022365344463549795,0,0,-9.367506770274758e-17,-4.188402635846531e-13
会宁县,0.0279874799422189,0.02798747994221896,2,1,-6.245004513516506e-17,-2.231356494550247e-13
景泰县,0.0349374657377415,0.03493746573774159,2,1,-9.020562075079397e-17,-2.581916542771685e-13
噶尔县,0.0266826021189826,0.026682602118982636,0,0,-3.469446951953614e-17,-1.3002655949681038e-13
札达县,0.0266826021189826,0.026682602118982636,0,0,-3.469446951953614e-17,-1.3002655949681038e-13
革吉县,0.0268250655500679,0.02682506555006799,0,0,-9.020562075079397e-17,-3.3627362655434534e-13
日土县,0.0210033432811545,0.02100334328115453,0,0,-3.122502256758253e-17,-1.4866691530771439e-13
普兰县,0.025929804407732,0.02592980440773206,0,0,-5.898059818321144e-17,-2.274625649147739e-13
寿县,0.0365796806168773,0.036579680616877344,2,1,-4.163336342344337e-17,-1.1381554655847467e-13
边坝县,0.0087274451687741,0.008727445168774184,2,1,-8.500145032286355e-17,-9.73955707301252e-13
吉县,0.030681619997853,0.03068161999785305,2,1,-5.204170427930421e-17,-1.696185021617041e-13
泗县,0.0399073420364401,0.039907342036440106,2,1,-6.938893903907228e-18,-1.7387512046207438e-14
灵璧县,0.0399456076151472,0.03994560761514728,2,1,-8.326672684688674e-17,-2.0845026979965677e-13
萧县,0.0406019610791603,0.04060196107916031,2,1,-6.938893903907228e-18,-1.709004619352916e-14
砀山县,0.0408204412496158,0.0408204412496158,2,1,0.0,0.0
大宁县,0.0311301727903868,0.031130172790386813,2,1,-1.3877787807814457e-17,-4.4579861156761724e-14
永和县,0.0331194841844715,0.03311948418447156,2,1,-6.245004513516506e-17,-1.8855983622005035e-13
隰县,0.0340270252963992,0.03402702529639921,2,1,-1.3877787807814457e-17,-4.078460484549916e-14
汾西县,0.0332604715615044,0.033260471561504454,2,1,-5.551115123125783e-17,-1.6689826880117426e-13
卡若区,0.0104269959370693,0.010426995937069328,2,1,-2.7755575615628914e-17,-2.661895696818508e-13
托里县,0.0154757647915483,0.015475764791548307,0,0,-6.938893903907228e-18,-4.4837163121636016e-14
印台区,0.0278737205803756,0.027873720580375627,2,1,-2.7755575615628914e-17,-9.957614210702142e-14
耀州区,0.026918381696776,0.026918381696776007,2,1,-6.938893903907228e-18,-2.5777529949871744e-14
隆阳区,0.0313138598895699,0.0313138598895699,2,1,0.0,0.0
卢氏县,0.0207417693203234,0.02074176932032349,2,1,-9.020562075079397e-17,-4.34898389610415e-13
东川区,0.0298668346120617,0.029866834612061723,2,1,-2.42861286636753e-17,-8.131470568986024e-14
桐梓县,0.0041904161401826,0.004190416140182618,2,1,-1.8214596497756474e-17,-4.3467273627298234e-13
正安县,0.0037486141204144,0.003748614120414484,2,1,-8.370040771588094e-17,-2.2328360569325867e-12
道真仡佬族苗族自治县,0.00342878014656,0.0034287801465600954,2,1,-9.540979117872439e-17,-2.78261618128079e-12
寻甸回族彝族自治县,0.0312886539260269,0.03128865392602698,2,1,-7.632783294297951e-17,-2.4394732072346326e-13
务川仡佬族苗族自治县,0.0041398427214886,0.004139842721488674,2,1,-7.37257477290143e-17,-1.7808828182366979e-12
凤冈县,0.005741678707129,0.005741678707129027,2,1,-2.688821387764051e-17,-4.682988242490017e-13
环县,0.0295911052353801,0.029591105235380177,2,1,-7.632783294297951e-17,-2.579418116891398e-13
湄潭县,0.0055729496382085,0.005572949638208535,2,1,-3.5561831257524545e-17,-6.381150659196725e-13
庆城县,0.0255875393856236,0.025587539385623626,2,1,-2.7755575615628914e-17,-1.084730157024141e-13
莲花县,0.0340884315033151,0.034088431503315156,2,1,-5.551115123125783e-17,-1.6284454515268407e-13
禄劝彝族苗族自治县,0.0303920025058166,0.03039200250581662,2,1,-1.734723475976807e-17,-5.707828813336023e-14
合水县,0.0253534169856151,0.025353416985615128,2,1,-2.7755575615628914e-17,-1.094746938110027e-13
华池县,0.027534421779882,0.027534421779882023,2,1,-2.42861286636753e-17,-8.820279161053572e-14
凤山县,0.0247120639979655,0.02471206399796556,2,1,-5.898059818321144e-17,-2.38671274839961e-13
罗城仫佬族自治县,0.0223518896790235,0.022351889679023573,2,1,-7.28583859910259e-17,-3.259607444260107e-13
东兰县,0.0239243524603306,0.023924352460330645,2,1,-4.5102810375396984e-17,-1.8852259617133918e-13
宁县,0.0236293997486184,0.023629399748618496,2,1,-9.71445146547012e-17,-4.1111714934858127e-13
古蔺县,0.0183654818532529,0.01836548185325293,2,1,-3.122502256758253e-17,-1.7002016509603252e-13
正宁县,0.0237818210963165,0.023781821096316567,2,1,-6.591949208711867e-17,-2.771843746538341e-13
镇原县,0.0249214839047529,0.02492148390475294,2,1,-4.163336342344337e-17,-1.6705812375603845e-13
叙永县,0.0171815530884412,0.01718155308844127,2,1,-6.938893903907228e-17,-4.038571989499194e-13
巴马瑶族自治县,0.0261697971780017,0.026169797178001785,2,1,-8.673617379884035e-17,-3.3143617128126003e-13
环江毛南族自治县,0.0215821009364525,0.02158210093645254,2,1,-4.163336342344337e-17,-1.9290690719143056e-13
大化瑶族自治县,0.0247724390166174,0.0247724390166174,2,1,0.0,0.0
都安瑶族自治县,0.0235132340864161,0.02351323408641611,2,1,-1.0408340855860843e-17,-4.426588370450439e-14
大悟县,0.0410984003164688,0.04109840031646883,2,1,-2.7755575615628914e-17,-6.753444270799703e-14
孝昌县,0.0417250002193506,0.04172500021935064,2,1,-4.163336342344337e-17,-9.978037916015451e-14
扎赉特旗,0.0256976933893124,0.025697693389312482,2,1,-8.326672684688674e-17,-3.240241277122439e-13
科尔沁右翼中旗,0.0264791198342507,0.026479119834250754,2,1,-5.551115123125783e-17,-2.0964122515678986e-13
科尔沁右翼前旗,0.0265570081406432,0.026557008140643233,2,1,-3.469446951953614e-17,-1.3064148391941491e-13
魏县,0.0371975779682606,0.0371975779682606,2,1,0.0,0.0
突泉县,0.0264475991425902,0.02644759914259025,2,1,-5.204170427930421e-17,-1.967728866379336e-13
习水县,0.0045472957813724,0.004547295781372451,2,1,-5.117434254131581e-17,-1.1253796762230964e-12
武定县,0.0332536258925404,0.03325362589254042,2,1,-2.0816681711721685e-17,-6.259973507548049e-14
永仁县,0.0369287855206206,0.03692878552062066,2,1,-6.245004513516506e-17,-1.6910939326800654e-13
大姚县,0.0354825201757755,0.035482520175775564,2,1,-6.245004513516506e-17,-1.7600228175957078e-13
瑞金市,0.0400201185756739,0.04002011857567396,2,1,-6.245004513516506e-17,-1.5604662694109313e-13
姚安县,0.036089423963293,0.03608942396329301,2,1,-6.938893903907228e-18,-1.922694557542637e-14
南华县,0.0341448811013397,0.03414488110133973,2,1,-2.7755575615628914e-17,-8.128766222161447e-14
牟定县,0.036311806944629,0.036311806944629,2,1,0.0,0.0
双柏县,0.0304988293367995,0.030498829336799527,2,1,-2.7755575615628914e-17,-9.100538026926615e-14
石门县,0.0258538916232675,0.025853891623267587,2,1,-8.673617379884035e-17,-3.354859495147758e-13
阿尔山市,0.025150574403643,0.025150574403643045,2,1,-4.5102810375396984e-17,-1.7933113435716947e-13
广灵县,0.0405473002548217,0.04054730025482177,0,0,-6.938893903907228e-17,-1.7113084867054926e-13
灵丘县,0.0375789543071985,0.037578954307198556,2,1,-5.551115123125783e-17,-1.4771872249948215e-13
浑源县,0.0391980779335234,0.03919807793352344,0,0,-3.469446951953614e-17,-8.85106396756876e-14
阳高县,0.0422754189078596,0.042275418907859665,0,0,-6.245004513516506e-17,-1.4772188365838904e-13
天镇县,0.0430137872762839,0.0430137872762839,0,0,0.0,0.0
大名县,0.0379555800041615,0.037955580004161535,2,1,-3.469446951953614e-17,-9.140808681024545e-14
平泉市,0.0565963984544028,0.056596398454402855,2,1,-5.551115123125783e-17,-9.808248006448792e-14
赣县区,0.0381901230518533,0.038190123051853375,2,1,-7.632783294297951e-17,-1.998627572876472e-13
上犹县,0.0374861115489641,0.037486111548964154,2,1,-5.551115123125783e-17,-1.480845810287617e-13
大安市,0.0573751614571634,0.057375161457163495,0,0,-9.71445146547012e-17,-1.6931458175891957e-13
淮阳区,0.0186244064690741,0.018624406469074106,2,1,-6.938893903907228e-18,-3.7256993480191096e-14
长阳土家族自治县,0.0317989508784226,0.031798950878422674,2,1,-7.632783294297951e-17,-2.4003255086875244e-13
秭归县,0.0328242087489224,0.03282420874892248,2,1,-8.326672684688674e-17,-2.536747419680608e-13
五峰土家族自治县,0.031210455770664,0.03121045577066407,2,1,-6.938893903907228e-17,-2.2232593957917678e-13
围场满族蒙古族自治县,0.0608901386610029,0.06089013866100294,2,1,-4.163336342344337e-17,-6.837455840794042e-14
丰宁满族自治县,0.0573149285336926,0.05731492853369265,2,1,-4.85722573273506e-17,-8.474625820879693e-14
封丘县,0.0202970384281348,0.020297038428134805,2,1,-6.938893903907228e-18,-3.4186730879362473e-14
南康区,0.0391534016312622,0.039153401631262276,2,1,-7.632783294297951e-17,-1.9494559798869451e-13
喀喇沁旗,0.0244811907529381,0.024481190752938177,2,1,-7.632783294297951e-17,-3.1178153756192933e-13
宁城县,0.0243074481642554,0.024307448164255487,2,1,-8.673617379884035e-17,-3.5682961540318063e-13
敖汉旗,0.025589259193961,0.02558925919396108,2,1,-7.979727989493313e-17,-3.1183896059704936e-13
翁牛特旗,0.0266160399873186,0.026616039987318606,2,1,-6.938893903907228e-18,-2.6070346705269875e-14
资源县,0.0220161254538885,0.02201612545388859,2,1,-9.020562075079397e-17,-4.0972523044404e-13
龙胜各族自治县,0.0198524189573137,0.019852418957313777,2,1,-7.632783294297951e-17,-3.8447623489660325e-13
林西县,0.0259333239457765,0.025933323945776576,2,1,-7.632783294297951e-17,-2.9432336981781326e-13
巴林左旗,0.0261003922615716,0.02610039226157166,2,1,-5.898059818321144e-17,-2.259759071515957e-13
巴林右旗,0.0266509735542193,0.026650973554219394,2,1,-9.367506770274758e-17,-3.514883518689204e-13
阿鲁科尔沁旗,0.0265506236681257,0.026550623668125783,2,1,-8.326672684688674e-17,-3.136149564232235e-13
右玉县,0.0448194828910917,0.04481948289109177,0,0,-6.938893903907228e-17,-1.5481869616318997e-13
承德县,0.0539318035090174,0.053931803509017454,2,1,-5.551115123125783e-17,-1.02928416295176e-13
滦平县,0.0523137535678127,0.05231375356781276,2,1,-6.245004513516506e-17,-1.1937595923835387e-13
隆化县,0.0567032975505361,0.056703297550536116,2,1,-1.3877787807814457e-17,-2.4474392861272395e-14
